Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM,
624,29078,624-29078,78 Inch Drainage Pipe (Class 9),0,LF,!B7393
624,29079,624-29079,78 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7394
624,29084,624-29084,84 Inch Drainage Pipe (Class 9),0,LF,!B7395
624,29085,624-29085,84 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7396
624,29090,624-29090,90 Inch Drainage Pipe (Class 9),0,LF,!B7397
624,29091,624-29091,90 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7398
624,29096,624-29096,96 Inch Drainage Pipe (Class 9),0,LF,!B7399
624,29097,624-29097,96 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7400
624,29108,624-29108,108 Inch Drainage Pipe (Class 9),0,LF,!B7401
624,29109,624-29109,108 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7402
624,29114,624-29114,114 Inch Drainage Pipe (Class 9),0,LF,!B7403
624,29115,624-29115,114 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7404
624,29120,624-29120,120 Inch Drainage Pipe (Class 9),0,LF,!B7405
624,29121,624-29121,120 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7406
624,30006,624-30006,6 Inch Drainage Pipe (Class 10),0,LF,!B7407
624,30007,624-30007,6 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7408
624,30008,624-30008,8 Inch Drainage Pipe (Class 10),0,LF,!B7409
624,30009,624-30009,8 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7410
624,30010,624-30010,10 Inch Drainage Pipe (Class 10),0,LF,!B7411
624,30011,624-30011,10 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7412
624,30012,624-30012,12 Inch Drainage Pipe Class 10),0,LF,!B7413
624,30013,624-30013,12 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7414
624,30015,624-30015,15 Inch Drainage Pipe (Class 10),0,LF,!B7415
624,30016,624-30016,15 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7416
624,30018,624-30018,18 Inch Drainage Pipe (Class 10),0,LF,!B7417
624,30019,624-30019,18 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7418
624,30021,624-30021,21 Inch Drainage Pipe (Class 10),0,LF,!B7419
624,30022,624-30022,21 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7420
624,30024,624-30024,24 Inch Drainage Pipe (Class 10),0,LF,!B7421
624,30025,624-30025,24 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7422
624,30027,624-30027,27 Inch Drainage Pipe (Class 10),0,LF,!B7423
624,30028,624-30028,27 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7424
624,30030,624-30030,30 Inch Drainage Pipe (Class 10),0,LF,!B7425
624,30031,624-30031,30 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7426
624,30036,624-30036,36 Inch Drainage Pipe (Class 10),0,LF,!B7427
624,30037,624-30037,36 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7428
624,30042,624-30042,42 Inch Drainage Pipe (Class 10),0,LF,!B7429
624,30043,624-30043,42 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7430
624,30048,624-30048,48 Inch Drainage Pipe (Class 10),0,LF,!B7431
624,30049,624-30049,48 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7432
624,30054,624-30054,54 Inch Drainage Pipe (Class 10),0,LF,!B7433
624,30055,624-30055,54 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7434
624,30060,624-30060,60 Inch Drainage Pipe (Class 10),0,LF,!B7435
624,30061,624-30061,60 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7436
624,30066,624-30066,66 Inch Drainage Pipe (Class 10),0,LF,!B7437
624,30067,624-30067,66 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7438
624,30072,624-30072,72 Inch Drainage Pipe (Class 10),0,LF,!B7439
624,30073,624-30073,72 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7440
624,30078,624-30078,78 Inch Drainage Pipe (Class 10),0,LF,!B7441
624,30079,624-30079,78 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7442
624,30084,624-30084,84 Inch Drainage Pipe (Class 10),0,LF,!B7443
624,30085,624-30085,84 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7444
624,30090,624-30090,90 Inch Drainage Pipe (Class 10),0,LF,!B7445
624,30091,624-30091,90 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7446
624,30096,624-30096,96 Inch Drainage Pipe (Class 10),0,LF,!B7447
624,30097,624-30097,96 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7448
624,30108,624-30108,108 Inch Drainage Pipe (Class 10),0,LF,!B7449
624,30109,624-30109,108 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7450
624,30114,624-30114,114 Inch Drainage Pipe (Class 10),0,LF,!B7451
624,30115,624-30115,114 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7452
624,30120,624-30120,120 Inch Drainage Pipe (Class 10),0,LF,!B7453
624,30121,624-30121,120 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF,!B7454
624,40018,624-40018,18 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7455
624,40019,624-40019,18 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7456
624,40021,624-40021,21 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7457
624,40022,624-40022,21 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7458
624,40024,624-40024,24 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7459
624,40025,624-40025,24 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7460
624,40027,624-40027,27 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7461
624,40028,624-40028,27 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7462
624,40030,624-40030,30 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7463
624,40031,624-40031,30 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7464
624,40036,624-40036,36 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7465
624,40037,624-40037,36 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7466
624,40042,624-40042,42 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7467
624,40043,624-40043,42 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7468
624,40048,624-40048,48 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7469
624,40049,624-40049,48 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7470
624,40054,624-40054,54 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7471
624,40055,624-40055,54 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7472
624,40060,624-40060,60 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7473
624,40061,624-40061,60 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7474
624,40066,624-40066,66 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7475
624,40067,624-40067,66 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7476
624,40072,624-40072,72 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7477
624,40073,624-40073,72 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7478
624,40078,624-40078,78 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7479
624,40079,624-40079,78 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7480
624,40084,624-40084,84 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7481
624,40085,624-40085,84 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7482
624,40090,624-40090,90 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7483
624,40091,624-40091,90 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7484
624,40096,624-40096,96 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7485
624,40097,624-40097,96 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF,!B7486
624,40102,624-40102,102 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7487
624,40103,624-40103,102 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Comp,0,LF,!B7488
624,40108,624-40108,108 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF,!B7489
624,40109,624-40109,108 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Comp,0,LF,!B7490
624,41018,624-41018,18 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7491
624,41019,624-41019,18 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7492
624,41021,624-41021,21 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7493
624,41022,624-41022,21 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7494
624,41024,624-41024,24 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7495
624,41025,624-41025,24 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7496
624,41027,624-41027,27 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7497
624,41028,624-41028,27 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7498
624,41030,624-41030,30 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7499
624,41031,624-41031,30 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7500
624,41036,624-41036,36 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7501
624,41037,624-41037,36 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7502
624,41042,624-41042,42 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7503
624,41043,624-41043,42 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7504
624,41048,624-41048,48 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7505
624,41049,624-41049,48 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7506
624,41054,624-41054,54 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7507
624,41055,624-41055,54 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7508
624,41060,624-41060,60 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7509
624,41061,624-41061,60 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7510
624,41066,624-41066,66 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7511
624,41067,624-41067,66 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7512
624,41072,624-41072,72 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7513
624,41073,624-41073,72 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7514
624,41078,624-41078,78 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7515
624,41079,624-41079,78 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7516
624,41084,624-41084,84 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7517
624,41085,624-41085,84 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7518
624,41090,624-41090,90 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7519
624,41091,624-41091,90 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7520
624,41096,624-41096,96 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7521
624,41097,624-41097,96 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF,!B7522
624,41102,624-41102,102 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7523
624,41103,624-41103,102 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Comp,0,LF,!B7524
624,41108,624-41108,108 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF,!B7525
624,41109,624-41109,108 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Comp,0,LF,!B7526
624,42018,624-42018,18 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7527
624,42019,624-42019,18 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7528
624,42021,624-42021,21 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7529
624,42022,624-42022,21 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7530
624,42024,624-42024,24 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7531
624,42025,624-42025,24 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7532
624,42027,624-42027,27 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7533
624,42028,624-42028,27 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7534
624,42030,624-42030,30 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7535
624,42031,624-42031,30 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7536
624,42036,624-42036,36 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7537
624,42037,624-42037,36 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7538
624,42042,624-42042,42 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7539
624,42043,624-42043,42 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7540
624,42048,624-42048,48 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7541
624,42049,624-42049,48 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7542
624,42054,624-42054,54 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7543
624,42055,624-42055,54 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7544
624,42060,624-42060,60 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7545
624,42061,624-42061,60 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7546
624,42066,624-42066,66 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7547
624,42072,624-42072,72 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7548
624,42073,624-42073,72 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7549
624,42078,624-42078,78 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7550
624,42079,624-42079,78 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7551
624,42084,624-42084,84 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7552
624,42085,624-42085,84 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7553
624,42090,624-42090,90 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7554
624,42091,624-42091,90 Inch Equivalent Drainage Pipe Elliptical (Class 2) Comple,0,LF,!B7555
624,42096,624-42096,96 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7556
624,42097,624-42097,96 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Compl,0,LF,!B7557
624,42102,624-42102,102 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7558
624,42103,624-42103,102 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Comp,0,LF,!B7559
624,42108,624-42108,108 Inch Equivalent Drainage Pipe Elliptical (Class 2),0,LF,!B7560
624,42109,624-42109,108 Inch Equivalent Drainage Pipe Elliptical (Class 2) (Comp,0,LF,!B7561
624,43018,624-43018,18 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7562
624,43019,624-43019,18 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7563
624,43021,624-43021,21 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7564
624,43022,624-43022,21 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7565
624,43024,624-43024,24 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7566
624,43025,624-43025,24 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7567
624,43027,624-43027,27 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7568
624,43028,624-43028,27 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7569
624,43030,624-43030,30 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7570
624,43031,624-43031,30 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7571
624,43036,624-43036,36 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7572
624,43037,624-43037,36 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7573
624,43042,624-43042,42 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7574
624,43043,624-43043,42 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7575
624,43048,624-43048,48 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7576
624,43049,624-43049,48 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7577
624,43054,624-43054,54 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7578
624,43055,624-43055,54 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7579
624,43060,624-43060,60 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7580
624,43061,624-43061,60 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7581
624,43066,624-43066,66 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7582
624,43067,624-43067,66 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7583
624,43072,624-43072,72 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7584
624,43073,624-43073,72 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7585
624,43078,624-43078,78 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7586
624,43079,624-43079,78 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7587
624,43084,624-43084,84 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7588
624,43085,624-43085,84 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7589
624,43090,624-43090,90 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7590
624,43091,624-43091,90 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7591
624,43096,624-43096,96 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7592
624,43097,624-43097,96 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Compl,0,LF,!B7593
624,43102,624-43102,102 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7594
624,43103,624-43103,102 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Comp,0,LF,!B7595
624,43108,624-43108,108 Inch Equivalent Drainage Pipe Elliptical (Class 3),0,LF,!B7596
624,43109,624-43109,108 Inch Equivalent Drainage Pipe Elliptical (Class 3) (Comp,0,LF,!B7597
624,44018,624-44018,18 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7598
624,44019,624-44019,18 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7599
624,44021,624-44021,21 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7600
624,44022,624-44022,21 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7601
624,44024,624-44024,24 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7602
624,44025,624-44025,24 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7603
624,44027,624-44027,27 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7604
624,44028,624-44028,27 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7605
624,44030,624-44030,30 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7606
624,44031,624-44031,30 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7607
624,44036,624-44036,36 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7608
624,44037,624-44037,36 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7609
624,44042,624-44042,42 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7610
624,44043,624-44043,42 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7611
624,44048,624-44048,48 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7612
624,44049,624-44049,48 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7613
624,44054,624-44054,54 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7614
624,44055,624-44055,54 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7615
624,44060,624-44060,60 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7616
624,44061,624-44061,60 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7617
624,44066,624-44066,66 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7618
624,44072,624-44072,72 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7619
624,44073,624-44073,72 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7620
624,44078,624-44078,78 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7621
624,44079,624-44079,78 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7622
624,44084,624-44084,84 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7623
624,44085,624-44085,84 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7624
624,44090,624-44090,90 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7625
624,44091,624-44091,90 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7626
624,44096,624-44096,96 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7627
624,44097,624-44097,96 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Compl,0,LF,!B7628
624,44102,624-44102,102 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7629
624,44103,624-44103,102 Inch Equivalent Drainage Pipe Elliptical (Class 4) (Comp,0,LF,!B7630
624,44108,624-44108,108 Inch Equivalent Drainage Pipe Elliptical (Class 4),0,LF,!B7631
